Designation (and name),Prov. Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2009 JV18,38.171,51.792,8.3,20090509,229.8,218.5,103.2,13.6,0.151,44.981,( 11d),MPO 215167,2009/05/14 568
,2009 JT18,32.189,55.822,8.6,20090509,64.8,317.1,129.6,18.8,0.269,44.005,( 11d),MPO 215167,2009/05/14 568
,2009 DT143,33.520,43.016,9.8,20090310,306.5,88.0,165.4,30.2,0.124,38.268,( 64d),MPO 215164,2009/02/22 568
,2009 DS143,37.297,62.163,8.4,20170216,12.7,76.9,98.4,11.0,0.250,49.730,3,MPO 340183,2009/02/18 568
,2009 DR143,39.661,54.835,7.6,20170216,289.9,198.2,82.9,9.5,0.161,47.248,3,MPO 340183,2009/02/18 568
,2009 DQ143,32.450,56.184,8.0,20090218,217.0,279.8,61.0,11.4,0.268,44.317,( 35d),MPO 215164,2009/02/18 568
,2009 DP143,38.717,48.784,8.4,20090330,246.0,169.7,141.2,16.1,0.115,43.751,(100d),MPO 215164,2009/02/18 568
,2009 DO143,38.681,49.529,8.8,20090310,265.4,217.3,75.2,11.6,0.123,44.105,( 68d),MPO 215164,2009/02/18 568
,2009 DN143,31.593,47.821,8.8,20170216,345.6,128.5,95.1,10.6,0.204,39.707,3,MPO 340183,2009/02/18 568
,2009 DL143,41.916,45.772,7.6,20170216,105.4,330.8,111.4,11.0,0.044,43.844,3,MPO 331287,2009/02/18 568
,2009 DK143,36.043,51.052,9.0,20090218,34.6,26.3,108.0,10.3,0.172,43.548,( 33d),MPO 215164,2009/02/18 568
,2008 UB332,29.890,49.110,6.9,20081021,360.0,284.9,110.9,33.3,0.243,39.500,( 1d),MPO 149145,2008/10/26 807 L. H. Wasserman
,2008 UA332,44.152,45.504,5.2,20081110,0.0,287.5,97.5,32.1,0.015,44.828,( 57d),MPO 152521,2008/10/26 807 L. H. Wasserman
,2008 SP266,36.054,45.551,5.7,20170216,0.3,237.2,141.3,19.5,0.116,40.802,7,MPO 392334,"2008/09/26 675 M. E. Schwamb, M. E. Brown, D. L. Rabinowitz"
,2008 SO266,29.800,48.644,6.2,20170216,40.0,172.0,158.8,18.8,0.240,39.222,9,MPO 392334,"2008/09/24 675 M. E. Schwamb, M. E. Brown, D. L. Rabinowitz"
,2008 QB43,37.744,45.408,5.0,20170216,332.7,77.8,320.5,26.4,0.092,41.576,3,MPO 392332,2008/08/25 675
,2008 LD18,27.966,52.485,8.3,20080713,24.4,121.6,106.5,14.6,0.305,40.226,( 77d),MPO 232564,"2008/06/07 568 S. S. Sheppard, C. A. Trujillo"
,2008 AQ118,38.929,44.413,5.8,20170216,352.9,199.3,312.4,24.6,0.066,41.671,7,MPO 384187,2008/01/06 568 P. A. Wiegert
,2008 AP118,36.895,51.309,7.8,20071226,360.0,207.2,279.9,0.8,0.163,44.102,( 1d),MPO 147445,2008/01/06 568 P. A. Wiegert
,2007 VK302,40.173,46.888,7.0,20071116,180.1,146.5,59.1,28.1,0.077,43.531,( 32d),MPO 132004,2007/11/11 807
,2007 VJ302,40.220,45.688,6.8,20170216,359.4,331.9,59.2,8.7,0.064,42.954,5,MPO 285695,2007/11/03 807
,2007 TQ436,29.692,49.812,10.0,20071027,0.1,358.4,16.3,8.9,0.253,39.752,( 54d),MPO 147443,"2007/10/14 568 S. S. Sheppard, C. A. Trujillo"
,2007 TC434,42.501,47.218,7.0,20071007,360.0,357.6,15.1,38.5,0.053,44.859,( 1d),MPO 141890,2007/10/15 304
,2007 TX431,26.727,68.747,8.8,20071027,345.5,219.6,212.0,16.6,0.440,47.737,( 53d),MPO 141889,2007/10/15 568
,2007 TW431,38.188,53.812,6.6,20071007,360.0,356.7,16.3,25.9,0.170,46.000,( 20d),MPO 141889,2007/10/15 304
,2007 TV431,30.149,48.646,9.4,20071027,348.0,6.8,44.4,1.8,0.235,39.397,( 54d),MPO 141889,2007/10/14 568
,2007 TD418,39.139,56.876,7.9,20170216,4.3,277.8,119.3,15.1,0.185,48.008,2,MPO 317386,2007/10/08 807
,2007 TC418,38.284,47.930,7.6,20071027,0.1,320.6,55.1,11.3,0.112,43.107,( 42d),MPO 131985,2007/10/06 807
,2007 TZ417,35.958,46.787,7.5,20170216,309.1,31.8,72.5,22.3,0.131,41.373,4,MPO 339409,2007/10/04 807
,2007 RY326,36.162,41.218,7.6,20170216,305.0,182.3,232.1,25.5,0.065,38.690,4,MPO 336470,2007/09/06 568
,2007 RX326,38.826,53.006,7.5,20170216,29.3,51.3,264.4,25.0,0.154,45.916,3,MPO 336470,2007/09/06 568
,2007 RW326,35.087,56.355,8.7,20170216,13.9,71.6,264.2,20.5,0.233,45.721,3,MPO 336470,2007/09/06 568
,2007 RP314,39.155,50.261,8.2,20070828,359.9,80.9,263.2,12.3,0.124,44.708,( 2d),MPO 170180,"2007/09/14 568 P. A. Wiegert, A. Papadimos"
,2007 RO314,40.651,49.618,7.8,20070828,359.9,121.2,221.8,14.2,0.099,45.134,( 2d),MPO 170180,"2007/09/14 568 P. A. Wiegert, A. Papadimos"
,2007 RN314,42.750,46.504,6.5,20070828,179.8,324.8,198.7,22.5,0.042,44.627,( 2d),MPO 170180,"2007/09/14 568 P. A. Wiegert, A. Papadimos"
,2007 RL314,38.627,41.899,6.9,20170216,119.9,20.2,211.2,21.1,0.041,40.263,4,MPO 336469,"2007/09/14 568 P. A. Wiegert, A. Papadimos"
,2007 RT15,30.344,48.072,6.5,20170216,29.8,275.2,82.2,12.9,0.226,39.208,7,MPO 386778,"2007/09/11 675 M. E. Schwamb, M. E. Brown, D. L. Rabinowitz"
,2007 PS45,38.160,56.525,5.3,20170216,32.0,188.1,131.1,19.5,0.194,47.342,4,MPO 386778,2007/08/12 675
,2007 JF45,36.053,43.074,5.6,20170216,82.4,345.9,176.1,11.0,0.089,39.564,5,MPO 384181,2007/05/12 675
,2007 HV90,40.932,47.425,6.1,20170216,37.3,119.8,89.0,2.9,0.073,44.179,2,MPO 340141,2007/04/21 807 M. W. Buie
,2007 FP51,35.824,54.359,8.1,20170216,32.0,57.6,72.1,25.6,0.206,45.091,6,MPO 336465,2007/03/21 568
,2007 FM51,38.470,53.201,6.7,20170216,67.0,344.5,106.7,29.2,0.161,45.836,4,MPO 336464,2007/03/21 568
,2007 DS101,40.293,48.171,6.7,20170216,283.9,212.7,26.6,1.4,0.089,44.232,4,MPO 260774,2007/02/18 568
,2007 CX79,41.062,48.167,8.1,20070209,360.0,0.3,140.9,26.1,0.080,44.615,( 1d),MPO 170165,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CW79,42.287,43.681,8.2,20070209,180.0,182.2,138.7,1.5,0.016,42.984,( 1d),MPO 170165,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CV79,44.046,46.678,7.8,20070209,360.0,167.0,333.7,1.1,0.029,45.362,( 1d),MPO 170165,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CU79,42.067,44.339,8.2,20070209,360.0,51.4,85.0,2.7,0.026,43.203,( 1d),MPO 170165,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CT79,36.988,49.524,8.3,20070209,360.0,5.6,131.1,25.4,0.145,43.256,( 1d),MPO 170165,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CS79,42.720,46.058,7.1,20170216,34.5,145.5,330.3,1.5,0.038,44.389,4,MPO 335191,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CR79,36.879,58.029,7.6,20170216,16.5,358.3,133.3,21.9,0.223,47.454,4,MPO 331260,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CQ79,42.013,49.307,7.0,20170216,285.7,233.9,356.8,1.2,0.080,45.660,5,MPO 260773,"2007/02/14 568 P. A. Wiegert, A. Papadimos"
,2007 CK66,37.077,53.458,7.7,20070209,360.0,171.3,328.6,2.0,0.181,45.267,( 1d),MPO 147419,2007/02/14 568 P. A. Wiegert
,2007 CJ66,42.930,44.730,7.3,20070209,360.0,22.2,113.4,3.1,0.021,43.830,( 1d),MPO 147419,2007/02/14 568 P. A. Wiegert
,2007 BO81,36.538,51.543,7.7,20070120,0.0,11.7,117.2,10.4,0.170,44.041,( 1d),MPO 147418,2007/01/19 568 P. A. Wiegert
,2006 WF206,41.452,45.901,6.8,20170216,266.9,179.8,58.2,2.1,0.051,43.676,4,MPO 260771,2006/11/23 568 B. Gladman
,2006 WS195,30.011,48.467,7.5,20170216,83.4,231.3,62.5,32.8,0.235,39.239,3,MPO 315216,2006/11/24 568
,2006 UT321,28.520,48.827,9.4,20061012,360.0,341.7,89.0,5.4,0.263,38.673,( 1d),MPO 121361,2006/10/19 695
,2006 US321,40.277,49.770,8.5,20061012,360.0,276.8,153.6,1.7,0.105,45.023,( 1d),MPO 121361,2006/10/19 695
,2006 UR321,30.734,47.894,8.5,20061012,360.0,282.5,140.1,2.9,0.218,39.314,( 1d),MPO 121361,2006/10/19 695
,2006 UQ321,37.218,49.606,7.7,20061012,360.0,193.5,188.2,3.2,0.143,43.412,( 1d),MPO 121361,2006/10/19 695
,2006 UP321,33.996,45.337,7.1,20060902,0.0,117.4,252.1,11.0,0.143,39.667,( 59d),MPO 147416,2006/10/19 695
,2006 UO321,40.504,46.392,6.7,20170216,75.5,227.3,65.9,2.3,0.068,43.448,3,MPO 150025,2006/10/19 695
,2006 UN321,38.238,49.959,7.8,20061012,360.0,183.1,162.5,24.1,0.133,44.098,( 1d),MPO 121361,2006/10/19 695
,2006 UM321,44.258,45.300,7.7,20061012,360.0,198.9,147.6,4.3,0.012,44.779,( 1d),MPO 121361,2006/10/19 695
,2006 UK321,42.630,45.656,6.6,20061012,360.0,186.8,150.0,2.9,0.034,44.143,( 1d),MPO 121361,2006/10/19 695
,2006 UZ184,30.392,47.843,7.4,20170216,19.0,149.4,235.9,14.9,0.223,39.118,4,MPO 339400,2006/10/22 950
,2006 UY184,39.495,49.092,7.1,20061121,0.1,290.8,97.8,1.7,0.108,44.293,( 83d),MPO 114804,2006/10/22 950
,2006 TP130,28.532,49.638,6.5,20170216,299.9,110.7,8.5,4.9,0.270,39.085,5,MPO 384178,"2006/10/13 568 P. A. Wiegert, A. M. Gilbert"
,2006 TO130,30.900,41.619,7.5,20170216,355.9,170.5,233.9,1.0,0.148,36.259,5,MPO 384178,"2006/10/13 568 P. A. Wiegert, A. M. Gilbert"
,2006 TM130,35.016,52.122,7.9,20061012,360.0,177.5,188.9,6.9,0.196,43.569,( 1d),MPO 170156,"2006/10/13 568 P. A. Wiegert, A. Papadimos"
,2006 TK121,30.359,46.411,8.1,20061121,305.8,294.1,174.3,27.3,0.209,38.385,( 91d),MPO 124507,2006/10/15 807
,2006 SH415,37.124,61.847,7.8,20170216,352.8,68.7,310.4,25.1,0.250,49.486,5,MPO 336455,2006/09/18 568
,2006 SG415,33.959,61.511,7.8,20170216,355.3,183.0,186.9,31.4,0.289,47.735,6,MPO 336455,2006/09/18 568
,2006 SF415,39.868,46.162,7.8,20170216,333.6,122.0,269.1,15.7,0.073,43.015,3,MPO 336455,2006/09/18 568
,2006 SE415,41.249,43.661,7.6,20170216,92.1,52.3,208.9,18.6,0.028,42.455,4,MPO 357133,2006/09/18 568
,2006 SL371,35.237,59.988,7.7,20061012,13.5,207.4,175.8,22.5,0.260,47.612,( 36d),MPO 111292,"2006/09/27 705 A. C. Becker, A. W. Puckett, J. Kubica"
,2006 QR181,37.132,55.620,7.2,20170216,45.8,29.5,291.1,9.8,0.199,46.376,4,MPO 331254,2006/08/22 807
,2006 QQ181,41.067,48.974,7.1,20060813,360.0,273.6,71.2,1.1,0.088,45.020,( 1d),MPO 121360,2006/08/22 807
,2006 QP181,36.865,40.109,7.0,20060813,360.0,185.1,159.7,26.7,0.042,38.487,( 1d),MPO 121360,2006/08/22 807
,2006 QO181,42.566,45.131,6.8,20060902,0.0,247.8,97.4,2.9,0.029,43.849,( 59d),MPO 111205,2006/08/22 807
,2006 QN181,38.807,50.499,7.5,20060813,360.0,187.1,157.3,20.5,0.131,44.653,( 1d),MPO 121360,2006/08/22 807
,2006 QM181,42.579,48.587,6.7,20060902,0.0,292.7,51.4,2.6,0.066,45.583,( 59d),MPO 158535,2006/08/22 807
,2006 QL181,38.885,47.388,7.3,20060813,360.0,262.3,81.9,1.9,0.099,43.137,( 1d),MPO 121360,2006/08/22 807
,2006 QK181,37.578,48.282,7.3,20060902,0.0,170.8,172.7,19.6,0.125,42.930,( 59d),MPO 111205,2006/08/22 807
,2006 QF181,41.763,45.511,5.9,20060813,179.9,32.7,149.8,3.5,0.043,43.637,( 1d),MPO 121360,2006/08/21 807
,2006 QE181,41.068,47.667,6.7,20060813,360.0,242.5,119.6,2.3,0.074,44.367,( 1d),MPO 121360,2006/08/21 807
,2006 QD181,37.762,39.582,6.9,20060813,360.0,293.6,69.2,2.4,0.024,38.672,( 1d),MPO 121360,2006/08/21 807
,2006 QC181,38.291,49.412,6.6,20060902,180.1,5.3,177.8,22.6,0.127,43.852,( 60d),MPO 111204,2006/08/21 807
,2006 QB181,41.931,45.442,6.7,20060902,180.1,117.1,64.5,2.2,0.040,43.687,( 60d),MPO 111204,2006/08/21 807
,2006 QA181,40.639,48.560,7.2,20060902,0.0,203.3,158.3,4.7,0.089,44.600,( 60d),MPO 111204,2006/08/21 807
,2006 QZ180,44.704,45.728,6.8,20060813,180.3,342.7,179.0,23.8,0.011,45.216,( 1d),MPO 121360,2006/08/21 807
,2006 QY180,35.691,49.415,7.2,20060902,0.0,318.2,20.9,2.6,0.161,42.553,( 60d),MPO 111204,2006/08/21 807
,2006 QX180,41.716,47.408,7.0,20060813,360.0,359.9,337.5,2.6,0.064,44.562,( 1d),MPO 121360,2006/08/21 807
,2006 QW180,30.668,45.562,7.5,20060813,360.0,180.5,156.7,12.3,0.195,38.115,( 1d),MPO 121360,2006/08/21 807
,2006 QV180,44.236,45.335,6.5,20060813,180.3,19.6,119.1,14.2,0.012,44.785,( 1d),MPO 121360,2006/08/21 807
,2006 QU180,43.019,43.489,6.0,20060813,360.0,345.1,331.5,19.1,0.005,43.254,( 1d),MPO 121360,2006/08/21 807
,2006 QT180,37.052,38.170,6.1,20060813,360.0,178.5,123.9,31.2,0.015,37.611,( 1d),MPO 121360,2006/08/21 807
,2006 QS180,40.839,51.000,6.6,20060813,360.0,2.1,300.0,31.1,0.111,45.919,( 1d),MPO 121360,2006/08/21 807
,2006 QR180,34.861,46.075,7.8,20060813,360.0,1.1,235.8,39.0,0.139,40.468,( 2d),MPO 121360,2006/08/21 807
,2006 QQ180,34.706,49.361,7.0,20170216,72.0,151.6,145.7,9.4,0.174,42.033,5,MPO 339395,"2006/08/28 705 A. C. Becker, A. W. Puckett, J. Kubica"
,2006 OC22,42.333,48.232,6.6,20060704,360.0,160.8,138.2,0.8,0.065,45.283,( 1d),MPO 170151,"2006/07/19 568 P. A. Wiegert, A. Papadimos"
,2006 JW81,44.298,45.578,7.0,20060415,180.5,21.0,5.8,1.3,0.014,44.938,( 1d),MPO 170149,"2006/05/01 568 P. A. Wiegert, A. Papadimos"
,2006 JV58,42.216,48.255,6.6,20170216,11.1,92.1,144.6,0.3,0.067,45.235,4,MPO 369043,2006/05/01 695 M. W. Buie
,2006 JU58,40.671,52.385,6.6,20170216,96.9,256.3,238.5,7.0,0.126,46.528,4,MPO 339394,2006/05/01 695 M. W. Buie
,2006 HG123,36.299,42.729,7.5,20060505,0.0,5.2,206.9,23.9,0.081,39.514,( 55d),MPO 104375,2006/04/26 807 M. W. Buie
,2006 HF123,32.195,40.933,7.1,20060415,360.0,179.8,308.8,12.8,0.119,36.564,( 2d),MPO 102336,2006/04/25 807 M. W. Buie
,2006 HE123,41.099,47.643,6.9,20060614,0.2,151.9,84.5,4.2,0.074,44.371,(117d),MPO 111170,2006/04/28 807 M. W. Buie
,2006 HD123,41.174,42.244,7.3,20060525,0.1,163.5,72.4,2.6,0.013,41.709,( 91d),MPO 104375,2006/04/28 807 M. W. Buie
,2006 HC123,39.179,49.020,7.5,20060525,0.1,177.8,57.5,10.7,0.112,44.099,( 91d),MPO 104375,2006/04/28 807 M. W. Buie
,2006 HB123,40.121,48.627,7.1,20170216,4.5,125.7,115.7,1.8,0.096,44.374,3,MPO 264952,2006/04/28 807 M. W. Buie
,2006 HA123,40.798,45.208,7.2,20170216,36.7,166.5,52.0,3.3,0.051,43.003,3,MPO 198182,2006/04/27 807 M. W. Buie
,2006 HZ122,40.286,52.036,7.2,20060614,0.2,356.4,242.5,30.2,0.127,46.161,(118d),MPO 111170,2006/04/27 807 M. W. Buie
,2006 HY122,43.198,45.125,6.5,20060614,0.2,209.0,29.3,2.9,0.022,44.161,(118d),MPO 111170,2006/04/27 807 M. W. Buie
,2006 HW122,42.552,48.963,6.5,20170216,60.9,127.7,46.2,1.5,0.070,45.758,4,MPO 339393,2006/04/27 807 M. W. Buie
,2006 HU122,41.546,44.861,6.6,20060415,360.0,179.4,61.5,49.0,0.038,43.203,( 1d),MPO 102336,2006/04/26 807 M. W. Buie
,2006 HT122,38.540,39.002,7.2,20060614,0.2,50.4,171.4,7.2,0.006,38.771,(119d),MPO 111170,2006/04/26 807 M. W. Buie
,2006 HS122,28.226,61.790,7.4,20060614,307.1,298.7,18.1,4.3,0.373,45.008,(119d),MPO 111170,2006/04/26 807 M. W. Buie
,2006 HP122,38.658,54.611,7.2,20170216,27.1,148.6,40.7,9.1,0.171,46.635,4,MPO 377779,2006/04/26 807 M. W. Buie
,2006 HN122,37.429,54.849,7.7,20170216,23.3,160.9,317.3,7.8,0.189,46.139,3,MPO 377779,2006/04/26 807 M. W. Buie
,2006 CH69,44.181,47.730,6.5,20170216,32.2,72.0,41.1,1.8,0.039,45.956,5,MPO 260760,"2006/02/03 568 P. A. Wiegert, A. Papadimos"
,2006 BR284,42.118,45.823,6.7,20170216,14.9,107.9,15.4,1.2,0.042,43.971,6,MPO 326986,2006/01/31 568
,2006 AO98,34.622,41.659,7.9,20170216,307.4,82.5,126.1,23.8,0.092,38.141,4,MPO 339391,2006/01/05 568
,2006 AN98,42.820,45.447,8.2,20060105,360.0,26.1,102.2,2.5,0.030,44.133,( 1d),MPO 98089,2006/01/05 568
,2006 AM98,39.329,47.984,7.7,20060125,0.1,179.4,308.4,17.9,0.099,43.656,( 56d),MPO 102270,2006/01/05 568
,2006 AL98,38.046,48.564,9.0,20060105,360.0,2.2,125.6,13.7,0.121,43.305,( 1d),MPO 98088,2006/01/05 568
,2006 AK98,41.912,46.246,8.2,20060214,0.1,1.7,126.0,17.7,0.049,44.079,(112d),MPO 102270,2006/01/05 568
,2005 YM292,44.953,46.998,7.4,20051216,360.0,1.1,74.3,28.2,0.022,45.975,( 1d),MPO 170129,"2005/12/24 568 P. A. Wiegert, A. Papadimos"
,2005 YL292,38.002,51.391,8.5,20051216,360.0,13.7,56.8,5.2,0.150,44.697,( 1d),MPO 170129,"2005/12/24 568 P. A. Wiegert, A. Papadimos"
,2005 VA123,29.579,49.213,7.3,20170216,59.1,317.0,39.8,1.5,0.249,39.396,3,MPO 190470,2005/11/02 695
,2005 VZ122,33.903,48.461,7.3,20170216,29.4,180.3,222.0,12.1,0.177,41.182,4,MPO 339389,2005/11/02 695
,2005 TV189,32.002,46.773,7.5,20170216,14.1,186.1,246.3,34.4,0.188,39.388,6,MPO 281866,2005/10/03 675
,2005 TN74,32.094,52.294,7.3,20170216,352.4,224.9,179.3,2.2,0.239,42.194,5,MPO 382666,"2005/10/08 304 C. A. Trujillo, S. S. Sheppard"
,2005 SF278,35.515,51.550,6.5,20170216,351.6,321.6,101.6,13.3,0.184,43.532,7,MPO 386758,"2005/09/26 705 A. C. Becker, A. W. Puckett, J. Kubica"
,2005 SE278,37.634,46.590,7.2,20170216,23.3,269.4,95.2,6.9,0.106,42.112,4,MPO 285671,"2005/09/26 705 A. C. Becker, A. W. Puckett, J. Kubica"
,2005 RQ43,37.385,45.018,6.2,20170216,62.4,266.9,66.3,20.2,0.093,41.201,8,MPO 386756,"2005/09/09 705 A. C. Becker, A. W. Puckett, J. Kubica"
,2005 PH23,41.553,46.588,9.1,20050729,360.0,190.8,148.2,4.1,0.057,44.070,( 1d),MPO 102252,2005/08/02 568
,2005 PG23,37.537,54.162,9.3,20050729,180.9,15.7,142.8,2.0,0.181,45.850,( 1d),MPO 102252,2005/08/02 568
,2005 PF23,41.122,48.680,9.7,20050729,360.0,210.9,128.1,1.1,0.084,44.901,( 1d),MPO 102252,2005/08/02 568
,2005 PE23,41.974,45.628,10.5,20050729,360.0,358.5,340.4,20.9,0.042,43.801,( 1d),MPO 102252,2005/08/02 568
,2005 PD23,43.526,44.620,8.5,20050729,179.6,152.7,7.1,0.8,0.012,44.073,( 1d),MPO 102252,2005/08/02 568
,2005 PS21,40.806,47.761,6.7,20170216,276.1,254.8,188.5,2.6,0.079,44.284,5,MPO 331245,2005/08/09 807
,2005 PP21,41.463,49.542,6.5,20050729,360.0,211.8,132.7,1.6,0.089,45.502,( 1d),MPO 87719,2005/08/08 807
,2005 PO21,43.291,43.291,6.9,20050729,0.0,287.8,55.8,2.6,0.0,43.291,( 1d),MPO 87719,2005/08/08 807
,2005 PN21,45.739,45.739,6.3,20050729,0.0,311.7,31.7,2.7,0.0,45.739,( 1d),MPO 87719,2005/08/08 807
,2005 PM21,37.781,49.575,6.6,20050729,360.0,349.7,350.8,28.5,0.135,43.678,( 1d),MPO 87719,2005/08/08 807
,2005 PL21,39.444,53.449,6.6,20170216,65.3,211.5,38.4,4.7,0.151,46.446,4,MPO 303312,2005/08/08 807
,2005 PK21,40.518,48.139,7.0,20050729,360.0,11.8,289.3,4.1,0.086,44.329,( 1d),MPO 87719,2005/08/08 807
,2005 NV125,33.919,53.628,6.3,20170216,35.7,326.4,302.0,13.4,0.225,43.774,5,MPO 384168,"2005/07/07 568 P. A. Wiegert, A. M. Gilbert"
,2005 LB54,41.660,46.167,5.8,20170216,355.5,167.9,96.1,3.0,0.051,43.914,4,MPO 264941,2005/06/10 568 B. Gladman
,2005 LA54,41.371,47.740,6.5,20170216,352.4,195.9,70.7,7.9,0.071,44.556,4,MPO 264941,2005/06/10 568 B. Gladman
,2005 JK186,35.779,59.223,6.6,20170216,344.8,228.6,63.1,27.2,0.247,47.501,4,MPO 201706,2005/05/12 568 Canada-France Ecliptic Plane Survey
,2005 JJ186,40.510,49.164,6.5,20170216,332.4,235.8,63.7,4.1,0.097,44.837,3,MPO 198070,2005/05/12 568 B. Gladman
,2005 JB186,37.126,46.266,7.7,20170216,344.3,35.0,238.4,20.2,0.110,41.696,4,MPO 369028,"2005/05/14 568 P. A. Wiegert, A. Papadimos"
,2005 JA186,43.992,47.523,7.2,20050510,360.0,203.6,24.3,4.0,0.039,45.757,( 3d),MPO 170102,"2005/05/14 568 P. A. Wiegert, A. Papadimos"
,2005 JZ185,39.303,47.246,6.9,20050510,360.0,185.5,42.5,18.8,0.092,43.275,( 3d),MPO 170102,"2005/05/14 568 P. A. Wiegert, A. Papadimos"
,2005 JY185,41.259,47.336,6.8,20170216,106.3,114.2,31.8,2.1,0.069,44.297,4,MPO 198070,"2005/05/12 568 P. A. Wiegert, A. Papadimos"
,2005 JR179,41.713,52.745,6.0,20170216,76.5,63.7,71.1,3.7,0.117,47.229,4,MPO 377775,2005/05/11 807 M. W. Buie
,2005 JQ179,41.306,43.959,6.3,20050510,179.9,310.5,79.7,2.7,0.031,42.632,( 29d),MPO 206094,2005/05/11 807 M. W. Buie
,2005 JP179,41.860,44.606,6.0,20170216,53.2,31.7,137.8,2.1,0.032,43.233,5,MPO 342215,2005/05/11 807 M. W. Buie
,2005 JO179,41.518,45.747,6.7,20050510,360.0,68.2,137.5,2.2,0.048,43.633,( 29d),MPO 87678,2005/05/10 807 M. W. Buie
,2005 JH177,40.386,49.359,7.0,20170216,37.3,62.2,117.4,3.3,0.100,44.873,5,MPO 342215,2005/05/11 807 M. W. Buie
,2005 JA175,38.382,47.005,6.0,20170216,168.6,196.8,225.1,14.2,0.101,42.693,4,MPO 342215,2005/05/10 807 M. W. Buie
,2005 JZ174,39.699,46.103,6.7,20170216,296.4,238.1,59.2,6.5,0.075,42.901,4,MPO 377775,2005/05/09 807 M. W. Buie
,2005 GH228,29.766,44.011,8.5,20170216,354.4,209.9,311.9,17.1,0.193,36.888,6,MPO 339384,2005/04/05 568 Canada-France Ecliptic Plane Survey
,2005 GW210,28.947,50.409,7.5,20050510,53.6,88.8,37.7,24.7,0.270,39.678,( 58d),MPO 87668,2005/04/12 695 M. W. Buie
,2005 GV210,32.884,46.086,6.6,20170216,109.4,262.1,174.7,12.0,0.167,39.485,7,MPO 339384,2005/04/12 695 M. W. Buie
,2005 GZ206,39.748,49.747,7.2,20050331,360.0,159.0,41.1,26.8,0.112,44.747,( 1d),MPO 77876,"2005/04/13 675 H. G. Roe, M. E. Brown, K. M. Barkume"
,2005 GY206,34.785,44.641,7.7,20050331,360.0,23.9,155.5,19.5,0.124,39.713,( 1d),MPO 77876,"2005/04/11 675 H. G. Roe, M. E. Brown, K. M. Barkume"
,2005 GF187,29.420,50.037,7.7,20170216,351.7,134.3,128.8,3.9,0.259,39.728,4,MPO 157419,2005/04/12 695 M. W. Buie
,2005 GD187,42.611,43.923,7.2,20170216,200.9,329.8,354.5,0.7,0.015,43.267,6,MPO 331244,2005/04/12 695 M. W. Buie
,2005 GC187,38.620,50.269,7.2,20170216,22.1,199.7,2.1,2.4,0.131,44.444,4,MPO 377774,2005/04/10 695 M. W. Buie
,2005 GA187,30.979,48.248,7.5,20170216,304.4,282.0,27.7,18.7,0.218,39.613,3,MPO 369028,2005/04/10 695 M. W. Buie
,2005 GZ186,38.183,49.477,7.0,20050331,360.0,154.0,36.0,7.5,0.129,43.830,( 1d),MPO 77876,2005/04/10 695 M. W. Buie
,2005 GY186,38.302,47.850,7.4,20050331,360.0,182.4,5.0,12.5,0.111,43.076,( 1d),MPO 77876,2005/04/10 695 M. W. Buie
,2005 GX186,43.163,45.378,6.8,20170216,330.9,59.0,158.8,3.8,0.025,44.270,5,MPO 322136,2005/04/10 695 M. W. Buie
,2005 GW186,36.893,49.533,6.8,20050331,360.0,349.5,157.8,3.0,0.146,43.213,( 3d),MPO 77876,2005/04/10 695 M. W. Buie
,2005 EX318,30.826,48.864,6.8,20170216,48.2,29.0,100.2,6.7,0.226,39.845,6,MPO 384166,"2005/03/08 675 H. G. Roe, M. E. Brown, K. M. Barkume"
,2005 EW318,41.819,47.709,6.0,20170216,169.7,227.3,128.5,1.1,0.066,44.764,4,MPO 326971,"2005/03/08 675 H. G. Roe, M. E. Brown, K. M. Barkume"
,2005 ER318,30.618,42.954,7.8,20170216,353.8,210.2,333.5,10.4,0.168,36.786,5,MPO 157416,2005/03/12 695 M. W. Buie
,2005 EC318,42.668,45.313,6.4,20170216,119.1,296.1,109.2,2.5,0.030,43.991,4,MPO 227420,2005/03/11 695 M. W. Buie
,2005 EB318,38.947,51.830,6.7,20170216,88.1,307.1,166.7,4.5,0.142,45.388,3,MPO 273888,2005/03/09 695 M. W. Buie
,2005 EH305,40.121,47.991,6.4,20050311,180.2,177.1,190.3,7.5,0.089,44.056,( 1d),MPO 77854,2005/03/11 695 M. W. Buie
,2005 EO304,42.581,49.402,6.1,20170216,330.2,146.1,93.9,3.4,0.074,45.991,6,MPO 377774,2005/03/11 695 M. W. Buie
,2005 EM303,42.710,45.041,7.5,20170216,355.5,104.7,113.2,5.6,0.027,43.875,3,MPO 264940,2005/03/11 695 M. W. Buie
,2005 EN302,41.785,48.788,7.0,20170216,138.6,12.7,47.9,3.0,0.077,45.286,4,MPO 339383,2005/03/11 695 M. W. Buie
